新闻ID,文本,标签
242,2345 367 1939 2275 1681 2201 1212 279 1267 1891 1765 1514 1856 2764,1
243,987 327 113 1491 2274 2638 2639 2749 1320 1329 635 1194 2764,1
244,2345 2677 2275 1245 1521 1267 1661 213 1683 2130 968 331 2664 987 2350 2213 1640 1514 2025 1333,1
245,660 2803 1328 2819 2084 1380 1079 2161 2819 1491 926 1731 2823 1696 102 987 2819 1661 843 2422 2093 655 953 207 2089 1781 1411 2155 1843,4
246,570 2677 424 1232,4
247,204 2192 1323 2018 681 2558 635 1156 2546 2109 417 963 204 451 1128 424 1993 1491 1630 259 296 2390 1550 1360,3
248,166 210 102 1661 175 2764 2213 579 1194 1491 1404 259 537 2751 1843,2
249,1661 2706 1533 2189 869 1680 173 2485 2564 102 2823 1494 1567 1223 766 1548 1775 1987,1
250,2375 1978 2832 2124 1140 1445 1541 1728 1996 2438 1263 1333,1
251,2558 1520 1335 1665 1418 1437 1679 1491 102 1981 616 1642 2213 1491 635 2802 1068 1066 758 1179 2192 378 1661 1255,4
252,1404 2213 1500 968 2578 1843,2
253,1058 2845 1625 313 417 940 2512 758 1624 1343 1255 987 803 681 827 659 1315 570 1194 2155 2639 2479 2213 987 758 520 628 1255,3
254,2345 2140 495 2275 1296 371 1267 758 2233 2411 1255 1925 2273 1207 2244 1491 102 1232 2089 2784 1564 1679 2764,1
255,2345 1554 1143 1914 1297 1267 204 2192 1323 2018 797 2706 1987 1827 1109 1312 2808 1491 2274 656 2456 577 539 1554 1143 2764,3
256,1329 2455 535 313 417 2151 2041 1939 2663 1843,1
257,1268 385 2823 2422 758 1648 2013 987 785 1749 1255 1843 2621 2541 677 114 2569 455 2141 1709,1
258,2051 1156 2722 1121 1126 2660 287 1022 1978 2671 2371 1996 2768 1853 1860 2213 1554 1143 1420 2213 311 967,3
259,2345 1245 1245 1576 1267 1079 1264 417 221 2512 1682 2192 2558 1520 1987 1857 1491 290 2802 758 1799 1255 221 2027 1648 1843,3
260,2213 2784 1902 2716 2764 102 771 2659 674 221 2371 1491 292 1291 2373 1042 1112 418 696 2732 2645 102 2716 2275 228,3
261,1978 173 1245 313 102 1679 1126 2155 2515 1632 1193 2438 1223 535 534 1987 2802 2146 2375 1978 302 2089 1950 1438 1662 108,1
262,444 1243 570 1679 2141 1535 2060 2244 1535 1950 2706 2810 246 2027 1641 175 1786,3
263,1494 681 926 2754 1022 1978 1735 2706 1643 2832 2027 370 776 490 417 692 246 1722 2146 1609 1929 1531 772 620 2584 102 539,3
264,2189 869 2509 688 1124 1978 2558 2788 1780 1494 270 2324 2574 1866 148 331 2664 1775 2027 2108,3
265,1252 1219 215 1903 1001 1775 1987 1194,3
266,126 534 102 821 539 2275 246 758 537 1680 1255 1521 2342 1251 2141 1751 2351 2228 1857 422 2146 424 1112 2146 2275 625 336 968 788 2399 1435,3
267,2564 1533 2051 1156 1126 102 926 968 1007 1655 2329 1144 1857 1421 1491 1981 616 102 1662 2392,3
268,1576 1156 1126 1731 1584 681 2558 1245 313 417 2274 656 987 155 1156 590 1527 2648 102 2104 102 422 1856 1986 1914,3
269,2677 2275 1661 1355,3
270,1661 2510 1409 2764 1917 1583 1844 412 771 102 815 1310 417 509 174 2764,1
271,570 2140 204 2192 681 2558 773 969 293 2392 2299 422 2808 618 509 1491 692 2250 2823 1007 1655 2196 1661 1531 1793 1360 204 630 1431,3
272,1681 1225 885 417 587 1475 2275 182 1360 2360 1437 1480 1144 2146 535 534 1935 1827 1700 655 2324 2274 2213,2
273,2345 798 2355 2823 2437 1267 132 1781 2176 2213 1902 1212 2764 940 2213 681 2749 2664 1194 1843,3
274,2275 1491 238 2250 302 2639 1491 238 2250 1494 1442 2479 2816,3
275,758 102 1959 2657 2250 797 102 1255 258 1818 1409 1360 681 1950 1249 2422 1844 1583 102 2716,1
276,1857 1269 2706 1533 655 1967 280 1680 2275 1501 1501 221 2371 1552 1112,1
277,2051 1156 2722 1121 1126 421 132 1661 2213 2784 1844 2716 1161 1223 766 1548 1775 1987 570 2706 2275 1933 1683 166 2205,3
278,2051 1156 2722 1121 1126 1533 1996 1161 1223 1903 1001 1775 1987 533 1533 1519 1554 1143 2392 1487 1642 2213,2
279,776 490 758 767 1144 2275 655 1500 1735 2845 1255 1775 2067 639 2390 1447 2158 1134 611 2373 1288 1100 1586 1062 1465 1885 1053,3
280,2510 1409 2609 260 2299 258 2422 866 535 596 1285 2140 681 102 788 1323 2018 974 494 102 1115 259,4
281,102 1583 102 1212 260 412 2564 1533 2712 2116 1126 894 2578 2749 924 1843 166 2449 1661 2125 2284 2764 1412 2043 521 2084 1194 2764,3
282,2677 1609 788 175 1391 776 490 2019 1595 2764 1533 1996 115 1987 1445 2125 2284 102 1207 2244,2
283,765 1355 765 537 2080 2019 1025 2275 1491 2706 1533 1467 1313 102 1275 1965 1025 2275 1491 997 1679 635 821 1025 2275 2140 1695 102 1335 1665 1360 681,1
284,1987 2169 618 2832 253 409 2678 2558 2584 2172 1996 120 1521 2342 2609 2678 1996 788 2043 1316 2418 1110 114 1950 1935 1827,3
285,1025 2275 866 1212 2422 385 2356 2642 618 1355 1843,3
286,2493 1625 859 2438 2442 940 1917 319 1203 635 2660 2663 2764 495 1003 102 2213 2304 2493 1437 2801 1141 1491 2802 2472 1524 2660,1
287,2345 132 1781 2109 930 1267 1025 2275 1203 589 940 2051 904 1491 1538 539 1723 1744 2196 1866 2027 1648 1843,3
288,2345 2836 915 2655 1207 968 1267 2277 974 170 2510 174 680 620 1723 2744 1714 258 1268 385 2418 1110 1978 173 1843,3
289,2079 1965 424 1193 2764 587 1475 2645 176 2146 2486 1747 1661 2213 1491 989 1268 385 2712 2116 1843,1
290,2345 2575 1350 1267 273 1005 987 758 1544 1618 1042 246 1255,1
291,2345 2575 1350 1267 1320 2454 1311 614 2686 1823 160 1466 1491 1268 385 2089 590 2783 987 797 2706 1232 1609,1
292,132 1781 2214 2304 143 178 1491 259 1546 1533 1519 2146 204 1693 2205 1193 1491 989 1268 385 2712 2116 1843,3
293,2345 102 1267 533 1533 1519 2660 1245 1978 173 2141 1540,2
294,2677 1684 155 2164 2275 1031 1064 1972 417 1268 385 1937 1401 1747 1865 2649 2364 1843,4
295,102 535 1978 173 2400 912 721 335,3
296,2051 1156 2722 1121 1126 2004 1154 2677 2275 618 1355 1491 1694 1112 967 1682 926 1925 2273 2275 2392 1487 2205 1193,3
297,758 570 1758 1255 1905 997 1491 1538 539 2732 1313 259 1011 1471,4
298,2345 1554 1143 495 2299 1267 2645 176 1554 1143 859 2438 1100 258 1500 2084 2754 2660 1122 238 859,3
299,2140 2663 259 1546 688 417 1069 2808 1661 2192 2250 1323 204 968 1926 2507 804 204 2564 2285 1323 1656,3
300,2564 1533 2051 1156 1126 1618 2706 2027 1641 1661 2304 940 2832 2584 2172 1996 2764 1533 1996 1662 2392 102 1207 2244,2
301,229 2842 2004 148 2764 2202 272 102 692 2176 1355 2621 126 1491 385 1625 2654 2084 674 1843,1
302,1554 1143 1554 1143 534 1404 1866 1538 2525 285 2141 2732 1313 2438 1500 175 1786 1843,3
303,2345 495 1245 2675 1267 1169 2664 2375 2845 1978 173 1947 148,1
304,1731 1584 681 2558 424 1993 417 1223 1775 700 1978 173 1935 1827 1863 108 1491 1694 1112 967 280 968,3
305,213 1430 2705 1895 1358 986 697 987 2649 2364,4
306,1533 1996 1203 589 1810 1223 1775 1987 2764 2768 180 1533 692 2213 210 102 319 1661 175,2
307,2318 309 2784 1615 1532 2493 1437 1609 2051 2170 1836 827 306 2832 512,4
308,102 1661 968 2116 1491 102 1682 2371 1661 1550 1360 2764,4
309,1642 2737 2536 212 963 588 1193 2342 2764 570 447 301 238 2082 221 1315 1665 570 2124 2474 681 2558 166 221 1945 616,3
310,1985 1978 1775 302 2730 2764 2757 1094 1747 2116 313 2795 2768 974 758 1043 1089 1985 1978 1255,3
311,1462 618 444 1243 1444 1895 370 2116 1844 1251 968 2173 204 2418 1491 1245 375 408 987 587 1475 797 2706 2816 765 1662 765 2485 1194,4
312,175 2228 997 1679 533 1533 1519 1978 173 1453 968 987 963 2642 974 1064,2
313,1533 1735 2275 1360 2192 331 968 1695 1043 1978 173 1066 968 2783 1504 2573 422 2808 2324 2240,3
314,260 2299 258 2422 596 1285 2140 681 102 974 494 102 1115 259 1843 260 2299 1723 1532 932 2004 424 1232,4
315,302 215 724 1380 1622 342 417 175 1786 102 520 707 1360 1947 566 2192,4
316,1681 1225 885 417 2108 1370 1068 635 143 178 2832 2124 2146 535 534 2274 2213 1935 1827 1700 2449 1098 656,2
317,1262 913 2205 1520 1445 588 2213 102 2716 1491 1079 913 1862 2842 2663 2660 1952 1732 1193 102 771 2677 319,3
318,457 1661 681 1223 1775 1987 2764 1683 1445 2427 2664 1950 656 2510 1409 2322 2322 1313 215 797 2706 2371 279,3
319,2345 102 126 2564 1533 126 313 1267 1223 1533 2373 302 1775 259 1546 1926 2507,3
320,2365 1602 1022 1360 1665 124 1360 681 102 771 2155 2515 1632 955 1076 2375 2845 1491 1409 1422 1249 1902 1583 102 2716,1
321,1863 272 1954 490 2508 1069 815 1310 758 1591 655 1591 1458 1255 2410 293 1194 1538 2525 238 2166 302 2730 1843,3
322,535 2655 1274 1152 1178 2578 797 1843 1203 2084 1288 2558 472 772 2275 987 1541 1728 984 1044,1
323,1775 2746 2141 935 1048 2366 2828 259 2141 1776 1500 2084 102 1583 102 2716 1864 2299 2501 900,4
324,1926 2741 589 1871 601 1360 2756 2275 416 2275 1053 1926 2507 2810 2558 2236 2706 327 2820 221 2512 1514 2412,3
325,2345 2564 1533 2335 590 2437 2677 2275 1267 1262 1816 2350 758 1609 788 175 1391 1255 776 490 2764 1609 2677 2275 1866 894 2578 2418 1110 1843,3
326,2738 2180 2537 1380 587 1475 1978 173 1576 1156 2141 1709,4
327,1775 1665 259 1546 417 1895 2433 259 2275 228 292 1970 1288 797 2250 102 2342 2784 2784 1905 795 1426 960 1360 204 2027 833 1747 1371 620 2584,3
328,2564 2515 2749 313 688 417 1017 1276 630 2027 445 2155 1291 1977 940 2530 1491 2196 1953 102 2213 380 1968 2716,1
329,2345 1603 2207 2437 1267 1007 287 1661 1355 1491 1412 2043 385 2019 1843,3
330,1533 1735 2400 912 983 688 657 688 1421 2467 1533 1735 949 422 1043 2346 1360 1947 758 2660 1374 935 1255 2757 2569,3
331,2481 795 1643 1648 417 102 126 570 2140 1978 173 940 314 296 2390 737 338 2783 293 1659 1804 2140 1630 2018 1069 2808 1857 1421,2
332,1902 1583 102 1212 260 412 2564 1533 1126 2667 1765 1194 2764 866 1952 1069 2808 1661 968 2116 1275 1965 2764,2
333,2275 1422 2558 1520 758 1661 424 163 1255 1491 797 2706 2639 2840 2823 399 1811 2371,1
334,1156 1704 587 1475 261 1939 298 1987 102 319 1437 1533 1535 2411,4
335,238 2166 2764 272 1909 1985 1978 1661 2510 1409,3
336,1025 2275 853 283 2275 1665 630 618 1355,3
337,1252 2192 2275 228 417 444 1243 987 2332 1641 707 2810 2532 1859 1139 2089 2228 102 102,4
338,2150 2608 2197 417 292 1139 102 412 102 412 319 424 1112 444 1243 2275 228,3
339,2234 1251 2092 1360 915 2392 2832 893 1699 290 2284 2812 238 602 2250 1323 1491 974 1987 2706 1546 1541 1728 120 1950 2089 2714 1249,3
340,1025 2275 1257 1291 2297 102 2606 102 1148 866 1212 424 2832 1491 1100 472 940 2507 2579 2027,1
341,2345 2564 1533 2335 590 797 2706 1245 279 1267 1388 1790 1223 1775 1421 1679 2274 1491 681 2558 422 2808 1744 656 1360 1947 2840 1487,3
342,102 290 2823 327 2613 2753 1694 2546 1546 758 143 968 1255 102,4
343,2067 814 2196 1661 570 700 102 2606 102 1148 2213 2784 1917 2716 2392 1487 457 2176 2657,1
344,570 2564 1643 417 2621 126 1775 2018 2744 2275 2067 814 102 1583 1265 771 319,1
345,1252 2140 102 2645 176 835 2492 2219 102 780 1758 1701 221 1144 720 2512 1618 270 1866 2314,4
346,2171 2025 587 1475 417 102 2508 175 1475 1073 258 893 1699 353 292 1762 109 1935 1679 1747 2116 659 2018 1625 2666 318 2823 327,4
347,2456 539 1245 2655 655 2660 2334 2528 574 2107 1950 656 423 2530 758 1990 1978 1462 2371 1255 1491 102 1886 1533 655 677,3
348,2775 2475 587 1475 657 983 1852 2550 1942 541 417 587 1475 835 2492 2219 1695 2558 221 2512 296 639 1408 2810 2532 2423 2493,4
349,2345 2677 2275 1245 1521 1267 1978 173 2715 2051 1491 932 311 135 1112 1194 1178 2578 1461 1843,3
350,213 2760 468 2192 400 417 1301 2084 1301 656 2327 758 2051 1707 445 1625 726 1255 1491 629 1313 2784 2507 2634 2668 1194,4
351,1268 385 2274 2484 700 785 234 1042 1112 2660 1143 1843,3
352,1007 2140 2768 1251 2277 1533 1735 2247 1371 512 370 1714 526 2116 2019 2276 1360 2509,4
353,2677 2275 2275 2350 2213,2
354,1752 2746 204 968 1926 2507 758 2153 2233 826 1400 1255 940 1978 1614 2232 1445 2741 1144 1996 1265 1583 102 412 319 1299,3
355,2400 912 1765 2832 1438 1867 2820 1360 1947 570 213 701 2390 1262 1076 2732 1313 166 423,3
356,1520 2354 755 1042 1517 767 1679 2546 293 1491 2176 2808 1902 535 2646 535 1042 2351 2784 1902 2716,1
357,451 1128 102 2812 1708 2146 1775 259 2507 102 1866 148 422 2808 1751 2351 1630 259 296 2390 1550 1360,1
358,758 102 1255 1985 1978 1775 2757 776 490 2094 126 2493 957 2714 1285 1268 385 1843,3
359,2290 1945 2290 2622 1491 331 2379 559 2412 1194 1914 495 1003 444 1725 2346 1003 102 1360 1299 1696 1291 1929 2275 2064 2660 463,1
360,1025 2275 424 2832 1300 1487 1491 574 1661 132 1781 290 2546 290 1662 2764 2027 1641 2609 1025 2275 1866 148 660 758 1614 2213 1255 2084 758 306 1765 2783 2027 1648 1255,3
361,451 814 1143 296 2390 2410 293 1491 102 1232 2089 422 2808 995 726 2205 968 102 2293 2192,4
362,1775 2126 688 618 987 797 2706 2027 2108 1947 148 2322 2322 2140 1291 1708 797 2706 946 1077 1576 1156 1665 470 2064 618 463,3
363,758 272 2512 587 1475 1255 2442 940 2757 2569 963 1044 1538 2525 1642 2737 1866 148 1249 1369 166 210,4
364,608 1079 424 1232 932 311 2546 1320 1648 2597 417 2043 2558 2788 2832 2124 1491 932 1625 655 949 422 2546 1320 1100 2314 2808 174 1648 2597,2
365,2051 1156 2722 1121 1126 1996 2126 2031 1161 1299 635 2663 2507 1695 535 1965 509 1996 115 1269 1491 1926 2507 2275 1662 836,3
366,102 221 681 773 2350 1674 2373 2116 1775 2754 1947 417 539 2155 773 893 969 1269 1418 404 1781 1411 2155 2515 1632 780 1696 940 287,4
367,2172 659 630 1431 1514 559 2264 2823 1491 926 968 2810 2558 1987 113 1269 1360 1947 1491 1301 1231 102 1625 726 1100 1514 2412 2084 2664,4
368,797 2706 2026 1783 1126 770 304 378 417 1554 1143 285 2141 2732 1313 1827 1109 2299 1178 2578 2274 1843,3
369,570 2747 134 1533 1491 2196 1775 422 1856 876 451,1
370,164 2126 1685 2558 1935 574 737 2299 2493 1437 1090 1950 102 1583 102 771 319 1169 2664 258 422 2808 2009 804 2678 2706 1546,3
371,1844 1952 422 2808 1066 1680 2784 102 771 319 2764 2151 2019 758 1550 537 1255 940 1058 102,1
372,1406 1965 1550 1194 2764 166 2449 2205 1193 2764 1412 2043 521 2084 1194 2764,3
373,570 302 2250 797 417 1330 1679 2250 1244 1987 2802 1453 1548 1494 1442 1491 102 965 102 2677 319 2755 2666 143 178,2
374,102 296 2390 1976 968 2558 1520 1987 1857 2764 2456 2663 444 1243 1552 1130 102 1686 2645 535 534 1661 2304 2009 2810,4
375,2202 272 1954 1978 2823 1494 1567 2176 2808 1669 102 539 1494 1442 1212 210 1917 412 771 319 1491 2784 2234 2823 102 940 2213,1
376,2250 302 302 1769 788 2019 2819 2537 2823 2631 2275 221 2706 1567 102 771,1
377,2732 2227 587 292 115 1938 2706 327 1978 173 1491 187 1276 2422 2512 1320 1058 2845,3
378,2677 1320 614 1781 1295 949 581 102 126 509 1409 2764 2318 132 2768 210 102 1156,3
379,955 1320 587 1475 417 292 2338 2706 1575 1583 102 771 319 965 1917 1583 102 771 319 424 1112 2275 228,3
380,102 2716 1996 2126 2354 1674 2764 2757 1094 2030 1112 2140 2810 2810 2532 2427 238 2166,1
381,1751 134 1978 2589 968 1491 1751 1610,3
382,1860 1735 2845 209 1567 2660 539 126 618 509 102 2716 674 1251 1329 1383 1954 1735 1947 2558 1775 2479 2816,3
383,1756 1279 2275 228 417 935 444 1243 2030 1112 987 2293 2192 2419 2788 445 1139 1552 2089 120 1609 1618 2641 593 2422 1981,3
384,1987 2169 417 1069 2808 2784 1541,3
385,1731 1584 681 2558 574 737 313 417 2558 1520 2141 2820 999 1333 1491 2757 2569 1950 656 1682 2192 439 1965,3
386,2564 1533 2051 1156 1126 635 2663 444 1243 1935 574 737 2558 1520 1564 1568 2764 102 2801 1487 1943 1535,3
387,758 2051 2092 772 2532 1255 1288 2558 472 772 132 1781 2275 1491 2617 1631 2041 894 2578 1413,1
388,102 1022 1996 1069 2808 618 1355 1491 770 696 1355 2304 2472 1935 2764,3
389,102 2606 102 1148 2176 2808 1968 1952 1090 1066 1680,4
390,570 1058 102 132 1781 2275 1886 1533 2784 102 771 319 1491 1713 771 2067 814 132 1212 1859 2484,1
391,1421 451 2135 2645 788 2383 771 319 2228 418 696 2823 2631 2810 797 444 1243,1
392,2345 240 1533 1936 1267 421 132 1662 2392 1491 115 1315 2621 2176 2657 1491 1178 2578 2274 2456 1020 1843,3
393,2345 1554 1143 1914 1297 1267 635 2663 444 1243 1935 574 737 2558 1520 1564 1568 2764,3
394,102 126 2832 1130 2051 2749 1987 204 935 681 2558 2018 1751 175 1786,3
395,1647 1661 2663 1775 535 2592 1109 902 2764 1775 535 1069 2808 947 1533 2677 2275 1517 1025 2275 1101,3
396,2051 1156 2722 1121 1126 681 2558 1494 1066 2169 1648 2410 293 635 238 302 1409 1554 1143 1615 1437 1207 2244,3
397,102 1127 2242 1126 1775 2275 2515 573 1877 1673 1122 2754 173 1843 2456 2525 963 2642 639 1786 1544 2764,1
398,2276 2202 1642 1673 2764 260 771 1694 1112 2564 1533 1514 2412 776 490 1491 681 2558 2124 2373 2754 1680 559 2507 1313,3
399,2383 1583 102 1491 2275 681 2558 2019 681 968 2764 1662 2639 313 2795 2146 1981 616 1207 968 238 2166 926 221,1
400,2677 2275 327 1245 1178 2578 2274 1843,3
401,1139 2486 2176 2808 574 1853 2530 1315 613 2537 1251 1288 2660 490 2755,3
402,574 1661 132 1781 2214 2304 143 178 2678 204 1693 1554 1143 1615 1437 1207 2244,3
403,2293 2192 2810 2558 2427 238 639 1360 1947 2027 2108,4
404,378 2180 2816 873 417 292 102 412 319 965 102 412 319 424 1112 2275 228,3
405,1592 681 1312 2808 2392 1487 1981 616 102 1060 1722 155 2176 2657,1
406,1025 2275 357 1521 417 421 132 1355 1575 1583 102 2716 587 132 1355 1917 1583 102 2716,3
407,597 1532 570 213 1592 681 1552 634 590 160 1179 509 758 2576 1895 2027 1255 1491 2706 912 1877 2192 554 2394 1552 2842 2114 2639 2349 691 2192,3
408,1902 126 1139 2664 1572 2399 2832 1130 997 102 821 539 2275,3
409,166 2449 336 952 2764 1025 2275 1990 1978 1031 968 1491 385 1625 1360 2192 1661 2213 1843,3
410,730 1299 102 204 2455 1661 1462 987 1491 2422 894 2578 1203 2041 2512 302 1843,4
411,1245 1245 1576 417 2810 2558 618 314 602 418 2392 1023 2274 656 2140 534 2536 1860 2027 2108,3
412,2803 1291 1627 444 1243 102 1895 1987 1320 215 2823 2373 2116,4
413,579 1270 537 1985 279,3
414,2345 2336 2336 2437 1535 1950 1267 1978 173 963 2126 264 404 1491 1535 1950 2438 1500 175 1786,1
415,2546 1031 2004 767 935 390 814 1696 2764,3
416,641 2400 912 2057 2067 893 422 2764 1987 757 1462 618 444 1243 197 2265 2430 1112 424,3
417,1618 2706 102 2427 2664 2768 250 1773 973 2172 2350 1025 2275 1320 290 1453 1535 1950 102 2405 1665 2784 102 771 319,1
418,102 1661 968 2116,1
419,2345 2460 1793 2437 1267 997 1679 1950 656 1185 1185 2764 2213 1487 259 422 2808 2751 1843,3
420,1091 2537 1071 905 417 2275 2180 2673 2351 736 2399 1435 893 422 655 2784 2247 1844 2716 2275 228,3
421,2355 1648 827 2135 417 102 102 102 940 287 1866 148 1416 2820 2140 2810 494 1232 2236,3
422,2784 1917 771 2764 260 2299 2196 1775 1360 2509,4
423,102 2141 2000 1609 2467 827 2135 417 102 618 1017 173 1491 1268 385 210 688 1843,3
424,302 215 724 1380 240 2449 417 102 1625 726 1491 175 1786 1926 2507 2475 259 2820,1
425,681 2558 618 314 424 1993 2810 2558 1731 2840 318 370 2394 630 1431 655 1967 2638 2240,3
426,570 1752 444 1243 417 1358 1020 1421 1146 2731 1225 974 1244 1139 1844 771 319 965 2383 771 319 424 1112 444 1243 2275 228,3
427,245 1269 2213 311 2764 1491 1732 940 2051 904,3
428,2345 485 2275 1424 1134 1577 1267 102 1178 2578 2831 1843 1844 2141 2000 559 2412 940 2371,1
429,204 1693 681 2558 1465 1179 618 1355 1491 1775 259 1546 2507 1978 173 817 2395 2392 1023,3
430,798 1951 424 1232 1875 508 608 293 559 2361 2312 1020 707 2528 2297 915 2116 2663 1291 2373 2804 370 556 181 213 2437 102 1643 1244,4
431,2318 132 587 1475 102 2422 894 2578 1648 1866 1987 2209 1996 1843,1
432,422 1775 1135 367 128 2472 777 1058 987 1618 2140 2155 1859 2019 287 2546 945 2158 1866 692 940 287 2508 175 1115 259,3
433,1731 1584 681 2558 2427 635 238 2757 2569 1950 656 1491 1694 1112 1895 1223 1775 1682 2192 2810 2558 1193 2342,3
434,1216 780 1238 2192 2559 2349 2732 1491 2169 1320 2275 228 182 1642 587 1475 2349 2732 845 967,4
435,494 720 2589 968 1491 2375 1978 1465 1179 1843 1804 987 2375 2564 1178 2578 1461 1843,1
436,2345 1554 1143 495 2299 1267 1844 126 1007 2140 1954 1648 1935 2757 2569 1564 1679 1866 148 2392 2820,1
437,1554 1143 1212 287 1844 2176 1009 1491 602 1683 1903 1001 1491 618 2660 2130 681 2749 1404 639 635 128 1843,3
438,1442 1723 215 2287 1380 2812 417 1978 173 2706 1533 860 2019 537 894 2578 1843,1
439,166 1360 2764 2493 512 2155 197 2631 2744,4
440,1669 457 2663 1618 2706 835 2706 780 1696 2823 2631 2109 1462 1058 2845 2146 2191 1307 1058 2845 2064 570 2140 463 788 780 2019 135 842 1323 2631 570,3
441,2109 2546 133 2407 597 2516 2407 1491 2192 691 1408 670 758 2706 2810 238 859 1517 974 1193 113 1269 1255 589 2624 1098 2027,3
442,1755 2140 1954 1661 2645 176 444 1243 1813 2390 2373 1694 1139 2546 1360 1775 2660 726 102 2645 176,4
443,2345 915 2655 2592 1950 2263 1267 2677 2275 1161 1437 1453 968 1491 1891 422 2764,1
444,570 2564 1643 417 2784 2132 2823 797 2706 2314 422 1866 772 821 2275 2812 571 1625 1421 2784 2660 535,1
445,2000 1168 638 1357 433 2293 805 2146 2750 2660 1997 182 1360 2176 750 2536 1232,4
446,102 983 1852 417 2150 912 590 1500 1912 1491 1866 1859 259 258 1007 1655 2335 1812 1857 2412 974 1987 695 2716,4
447,102 102 1360 2509 1491 102 2418 2455 1298 2558 2820 1766 2666 554 2546 1843,4
448,2180 1723 1535 2706 2810 912 590 797 2706 2314 1664 255 680 694 660 758 589 2290 2660 1255 1661 1781 1295 2274 1210 742 913 589 1315 987 2027 1648,1
449,1827 1468 2512 2460 2374 184 1648 1783 1863 696 1665 124 1358 1020 1421 468 267 1546,3
450,2564 1533 2335 590 1945 2622 1140 2140 2810 822 726 1648 660 1538 1328 2546 1898 1360 2192 1843,3
451,940 2051 904 2764 102 1223 1898 2155 146 915 409 2768 759 1007 1655 1466 1060 1524,4
452,2140 700 2275 228 102 2140 700 2660 1984 1894 1066 1320 1077 674 1491 2151 2634 399 2660 648 1843,3
